"Ship Mode",Segment,Country,City,State,"Postal Code",Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
"Second Class",Consumer,"United States",Dallas,Texas,75081,Central,"Office Supplies",Paper,$53.952,3,0.20,43.1616
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Binders,$5.607,1,0.70,1.6821000000000002
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,"Office Supplies",Supplies,$4663.736,7,0.20,3730.9888
"Second Class",Consumer,"United States",Philadelphia,Pennsylvania,19134,East,Technology,Accessories,$79.984,2,0.20,63.987199999999994
"First Class",Corporate,"United States","Los Angeles",California,90049,West,Technology,Phones,$2575.944,7,0.20,2060.7552
"Standard Class",Corporate,"United States",Chicago,Illinois,60610,Central,Furniture,Furnishings,$16.156,7,0.60,6.462400000000001
"Standard Class",Corporate,"United States",Chicago,Illinois,60610,Central,"Office Supplies",Paper,$54.816,3,0.20,43.8528
"Standard Class",Consumer,"United States",Newark,Ohio,43055,East,Furniture,Furnishings,$77.6,5,0.20,62.08
"Standard Class",Consumer,"United States",Newark,Ohio,43055,East,Furniture,Furnishings,$4.656,2,0.20,3.7247999999999997
"Standard Class",Corporate,"United States","Los Angeles",California,90045,West,Furniture,Tables,$170.136,3,0.20,136.1088
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Appliances,$75.6,2,0.80,15.119999999999997
"Standard Class",Consumer,"United States",Chicago,Illinois,60623,Central,Furniture,Furnishings,$29.32,2,0.60,11.728000000000002
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Appliances,$92.064,6,0.80,18.41279999999999
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Fasteners,$6.976,4,0.20,5.5808
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,Furniture,Chairs,$62.958,3,0.30,44.0706
"Standard Class",Corporate,"United States",Chicago,Illinois,60623,Central,"Office Supplies",Paper,$5.184,1,0.20,4.1472
"Standard Class",Consumer,"United States",Redmond,Oregon,97756,West,"Office Supplies",Binders,$31.32,10,0.70,9.396
"Standard Class",Consumer,"United States",Redmond,Oregon,97756,West,Furniture,Furnishings,$11.84,4,0.20,9.472
"Standard Class",Consumer,"United States",Redmond,Oregon,97756,West,Furniture,Furnishings,$22.784,1,0.20,18.2272
"Second Class","Home Office","United States",Raleigh,"North Carolina",27604,South,Technology,Phones,$1127.976,3,0.20,902.3808000000001
"Standard Class",Consumer,"United States",Cleveland,Ohio,44105,East,Technology,Phones,$779.796,2,0.40,467.87760000000003
"Standard Class",Corporate,"United States",Monroe,"North Carolina",28110,South,Furniture,Chairs,$207,3,0.20,165.6
"Standard Class",Corporate,"United States",Austin,Texas,78745,Central,Technology,Machines,$1439.982,3,0.40,863.9892
"Standard Class",Corporate,"United States",Austin,Texas,78745,Central,"Office Supplies",Paper,$36.288,7,0.20,29.030399999999997
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Labels,$17.544,3,0.20,14.0352
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,Furniture,Furnishings,$44.128,4,0.20,35.3024
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Appliances,$62.92,1,0.20,50.336
"Standard Class",Corporate,"United States",Charlotte,"North Carolina",28205,South,"Office Supplies",Paper,$78.304,2,0.20,62.6432
"Second Class",Corporate,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Labels,$40.096,4,0.20,32.0768
"Second Class",Corporate,"United States","San Antonio",Texas,78207,Central,Furniture,Furnishings,$40.784,2,0.60,16.3136
"Same Day",Corporate,"United States","Los Angeles",California,90004,West,Furniture,Chairs,$362.352,3,0.20,289.8816
"Same Day",Corporate,"United States","Los Angeles",California,90004,West,"Office Supplies",Binders,$7.184,2,0.20,5.7472
"Second Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Storage,$127.92,5,0.20,102.336
"Second Class",Corporate,"United States",Houston,Texas,77041,Central,"Office Supplies",Binders,$34.24,4,0.80,6.847999999999999
"First Class",Consumer,"United States","New York City","New York",10009,East,Furniture,Bookcases,$257.568,2,0.20,206.0544
"Same Day",Consumer,"United States","San Antonio",Texas,78207,Central,"Office Supplies",Storage,$49.632,4,0.20,39.7056
"Standard Class",Corporate,"United States",Aurora,Colorado,80013,West,Furniture,Tables,$727.45,5,0.50,363.725
"Standard Class",Corporate,"United States",Aurora,Colorado,80013,West,Furniture,Furnishings,$24.96,3,0.20,19.968
"Same Day",Corporate,"United States",Newark,Ohio,43055,East,Technology,Phones,$370.782,3,0.40,222.46919999999997
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Paper,$31.104,6,0.20,24.8832
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Storage,$78.256,2,0.20,62.6048
"Standard Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Chairs,$801.568,2,0.20,641.2544
"Standard Class",Corporate,"United States","San Francisco",California,94122,West,Furniture,Tables,$272.848,1,0.20,218.2784
"Standard Class","Home Office","United States",Columbus,Ohio,43229,East,"Office Supplies",Paper,$16.224,2,0.20,12.9792
"Standard Class",Consumer,"United States","Long Beach","New York",11561,East,Furniture,Bookcases,$176.784,1,0.20,141.4272
"Standard Class",Consumer,"United States","San Antonio",Texas,78207,Central,Technology,Phones,$470.376,3,0.20,376.3008
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Furniture,Chairs,$393.568,4,0.20,314.8544
"Standard Class",Consumer,"United States","Los Angeles",California,90049,West,Technology,Phones,$302.376,3,0.20,241.90079999999998
"Standard Class",Corporate,"United States",Jacksonville,Florida,32216,South,"Office Supplies",Binders,$68.742,9,0.70,20.622600000000006
"Same Day",Consumer,"United States","New York City","New York",10011,East,Furniture,Chairs,$383.607,7,0.10,345.2463
"Standard Class","Home Office","United States",Philadelphia,Pennsylvania,19143,East,"Office Supplies",Paper,$217.056,7,0.20,173.6448
"Second Class",Consumer,"United States",Keller,Texas,76248,Central,"Office Supplies",Labels,$6,2,0.20,4.8
"First Class","Home Office","United States",Hialeah,Florida,33012,South,"Office Supplies",Fasteners,$7.104,2,0.20,5.6832
"First Class","Home Office","United States",Hialeah,Florida,33012,South,"Office Supplies",Binders,$398.352,8,0.70,119.50560000000002
